,id,name,neighbourhood,room_type,price
1645,17847959,温馨的环境，大客厅，折叠沙发床,Wan Chai,Shared room,620.0
1646,17850278,"Bunk in Modern, Safe Hostel- 超方便, 1分鐘到尖沙咀地鐵站",Yau Tsim Mong,Hotel room,271.0
1647,17870236,Loplus@Johnston Serviced Apts 630sf Wanchai 10%OFF,Wan Chai,Entire home/apt,1100.0
1648,17896599,"Bright, quiet, stylish, comfy, 1 min SYP metro!",Central & Western,Entire home/apt,560.0
1649,17911057,油尖旺@您的房,Yau Tsim Mong,Entire home/apt,4311.0
1650,17913909,~~~~~~~,Yau Tsim Mong,Entire home/apt,3333.0
1651,17928725,"One Bedroom, Fortress Hill",Eastern,Private room,1000.0
1652,17928984,"Studio, Heart of Tsim Sha Tsui",Yau Tsim Mong,Shared room,1300.0
1653,17936442,Clean semi-double for Female Only.,Sham Shui Po,Private room,160.0
1654,17951224,灣仔開放式公寓 Studio Apartment - Wan Chai,Wan Chai,Entire home/apt,729.0
1655,17962496,Mong Kok Luxury Studio New Reno *2C,Yau Tsim Mong,Entire home/apt,400.0
1656,17964081,福田口岸地中海双人情侣套房、交通便利看香港赏城市夜景,Yuen Long,Entire home/apt,436.0
1657,17976109,香港全層 Hong Kong whole department9per,Sham Shui Po,Entire home/apt,686.0
1658,17980521,Monthly-1 Bedroom Apartment - Wan Chai 灣仔一房公寓,Wan Chai,Entire home/apt,729.0
1659,17980734,50% off 1 Bedroom Apartment - Wan Chai 灣仔一房公寓,Wan Chai,Entire home/apt,929.0
1660,17984673,Near to airport and Pui o beach closy ground floor,Islands,Entire home/apt,1800.0
1661,17990355,月租：地鐵站100米獨立洗手間有電梯多窗戶特價公寓,Sham Shui Po,Private room,319.0
1662,17995694,Causeway Bay Room in Flat Share (C22d),Wan Chai,Private room,248.0
1663,17995924,"Last minutes offer:$7,000 off Serviced Apts 420sf",Wan Chai,Entire home/apt,702.0
1664,17996221,Loplus@Johnston Serviced Apts 620sf Wanchai 5%OFF,Wan Chai,Entire home/apt,1120.0
1665,18000528,short/long-term leases are available,Yau Tsim Mong,Private room,250.0
1666,18001870,Cebu Hotel Deluxe Triple Room Ensuite Bathroom#4,Yau Tsim Mong,Private room,386.0
1667,18002352,Cebu Hotel Deluxe Family Room Ensuite Bathroom #5,Yau Tsim Mong,Private room,428.0
1668,18011681,Ideally localised - Quiet and Bright Studio,Wan Chai,Entire home/apt,531.0
1669,18030924,Fully furnished cozy room - Y8e,Yau Tsim Mong,Private room,101.0
1670,18034660,MONTHLY %%% DEAL! 4BEDR/5 BEDS/2BATH NATHAN ROAD,Yau Tsim Mong,Entire home/apt,2391.0
1671,18041664,"Twin Rm, mongkok 1min MTR, Speaks Eng/",Yau Tsim Mong,Private room,400.0
1672,18044673,Studio  Apartment - Wan Chai 灣仔開放式公寓,Wan Chai,Entire home/apt,724.0
1673,18051841,"Double Rm, mongkok 1min MTR, Speaks Eng/中文 260",Yau Tsim Mong,Private room,286.0
1674,18052684,"Quad Rm, Double Rm, mongkok 1min MTR, Speaks Eng",Yau Tsim Mong,Private room,520.0
1675,18087060,Bright & Stylish Single Rm @TST /private bathroom,Yau Tsim Mong,Private room,247.0
1676,18087718,Sunny Private Double Bed Room @TST,Yau Tsim Mong,Private room,274.0
1677,18088216,Cozy & Bright Double Bedroom - 3 mins to TST MTR,Yau Tsim Mong,Private room,266.0
1678,18088780,Sunny & Spacious Twin Bed Room @TST for 2-3 pax,Yau Tsim Mong,Private room,294.0
1679,18096001,"Double Rm, mongkok 1min MTR, Speaks Eng/中文 204",Yau Tsim Mong,Private room,294.0
1680,18096571,Sheung Wan Nice room,Central & Western,Private room,187.0
1681,18096846,SINGLE room (Furnished) KennedyTown (MTR ExitB),Central & Western,Private room,150.0
1682,18105255,"3pls family room尖沙咀獨立浴廁一張大床和一張小床+九龍站, 西九龍高鐵站4分鐘(5)",Yau Tsim Mong,Private room,350.0
1683,18111436,Peaceful Twin Bed Private Rm @TST / 3 mins to MTR,Yau Tsim Mong,Private room,247.0
1684,18128096,Weekly - Luxury Studio in Wan Chai 灣仔開放式豪華公寓,Wan Chai,Entire home/apt,679.0
1685,18128239,Loft-style apartment in trendy Kennedy Town.,Central & Western,Entire home/apt,3500.0
1686,18133183,"Kowloon Mongkok 1812 Twin Room D, near station",Yau Tsim Mong,Private room,193.0
1687,18142041,★★ COZY & HOME FEEL STUDIO FLAT ★★ 2 mins to MTR,Yau Tsim Mong,Entire home/apt,864.0
1688,18143378,"Double Rm, mongkok 1min MTR, Speaks Eng/中文 209",Yau Tsim Mong,Private room,303.0
1689,18150059,Jervois Luxury Studio *1A,Central & Western,Entire home/apt,536.0
1690,18152898,Affordable px in luxury location,Southern,Private room,500.0
1691,18185056,Nice apt/Near Central/new cosy 1 BR/1min to MTR/HK,Central & Western,Entire home/apt,863.0
1692,18186434,Brand new luxury studio in the heart of city,Yau Tsim Mong,Entire home/apt,780.0
1693,18186696,Mongkok Studio (MK1a),Yau Tsim Mong,Private room,175.0
1694,18191375,Cat house.,Yuen Long,Shared room,800.0
1695,18198157,★Central MTR New Apt with Rooftop★,Central & Western,Entire home/apt,500.0
1696,18203588,★Central MTR Open-Plan Apt with Rooftop★,Central & Western,Entire home/apt,621.0
1697,18208278,Near Central/cozy apt/1min to MTR/1 BR/new/3ppl,Central & Western,Entire home/apt,957.0
1698,18215660,#91 Special offer! 3 mins walk from MTR CWB!,Yau Tsim Mong,Private room,220.0
1699,18243733,Conveniently located Mid Levels Apt. entire Home,Central & Western,Entire home/apt,1200.0
1700,18244351,Goodvibes Home,Eastern,Shared room,130.0
1701,18249816,"1) 1 Private Room in Tai Po Near MTR,EDUHK,CUHK!",Tai Po,Private room,277.0
1702,18259844,New & Comfy Private Room for Single Traveler @TST,Yau Tsim Mong,Private room,214.0
1703,18260639,Homy home room to share,Eastern,Shared room,120.0
1704,18288224,집전체/2房一廳/ Entire Place @ Happy Valley,Wan Chai,Entire home/apt,843.0
1705,18291759,"Room for 1/2 in Wanchai-Causeway Bay, Hong Kong",Wan Chai,Private room,320.0
1706,18294239,Ho Man Tin Mtr 3 bedrooms Deluxe,Kowloon City,Entire home/apt,986.0
1707,18294750,"Soho Luxury Apt, All New Renos *2A",Central & Western,Entire home/apt,660.0
1708,18298837,Traditional Hong Kong City Center 76,Central & Western,Entire home/apt,690.0
1709,18304958,Flat Share Room in Quarry Bay (Q1f),Eastern,Private room,101.0
1710,18320680,"Double Rm, mongkok 1min MTR, Speaks Eng/中文 208",Yau Tsim Mong,Private room,290.0
1711,18323231,Pui O Beach Apartment A,Islands,Entire home/apt,2000.0
1712,18347464,"Deluxe room with private bath, clean and comfy",Yau Tsim Mong,Private room,279.0
1713,18362065,Nice cosy bedroom in Sheung wan,Central & Western,Private room,490.0
1714,18384188,Hipster Pad in the Heart of HK,Central & Western,Entire home/apt,1200.0
1715,18397073,"Mongkok Luxury Studio, New Reno *1C",Yau Tsim Mong,Entire home/apt,380.0
1716,18400486,【 1 min to MTR】Deluxe Twin Bed Room尖沙咀豪華雙人間,Yau Tsim Mong,Private room,498.0
1717,18404406,【 1 min to MTR】Delux Double Bed Room尖沙咀豪華大床房,Yau Tsim Mong,Private room,412.0
1718,18405116,【1min to MTR】Standard Twin Bed Room 標準雙人間,Yau Tsim Mong,Private room,544.0
1719,18415049,1 Bedroom Apartment - Wan Chai 灣仔一房公寓,Wan Chai,Entire home/apt,1100.0
1720,18415512,【 1 min to MTR】Standard Double Bed Room尖沙咀標準大床房,Yau Tsim Mong,Private room,377.0
1721,18416002,【1min to MTR 】尖沙咀標準雙人間Standard Twin Bed Room,Yau Tsim Mong,Private room,544.0
1722,18436785,"Double Bed nr to Airport, Disney & Asia World Expo",Islands,Private room,1000.0
1723,18436802,HKU Brand New Studio Room,Central & Western,Private room,500.0
1724,18452244,Spacious 3 BR 12ppl Beside MTR :),Yau Tsim Mong,Entire home/apt,1800.0
1725,18459127,Big spacious private room with bathroom,Central & Western,Private room,400.0
1726,18474232,4 BEDROOM/2 BATH KOWLOON/ NATHAN ROAD at subway!,Yau Tsim Mong,Entire home/apt,690.0
1727,18479655,3BEDR/2BATH! NATHAN ROAD 1min to YAU MA TEI SUBWAY,Yau Tsim Mong,Entire home/apt,651.0
1728,18497090,23% off - Cozy Studio with Wifi Near Subway  LT3,Central & Western,Entire home/apt,350.0
1729,18497834,32%off Cozy Studio 2 mins walk to Subway LT2,Central & Western,Entire home/apt,380.0
1730,18509476,Nice room available in Yau Ma Tei (y15b),Yau Tsim Mong,Private room,180.0
1731,18509536,Wan Chai Nice room !!!(w3c),Wan Chai,Private room,230.0
1732,18510905,A ～ Victoria Harbour View home ( 浪漫觀海屋～ A ),Wan Chai,Entire home/apt,668.0
1733,18511896,Fancy 2 BRs in Sheung Wan City,Central & Western,Entire home/apt,688.0
1734,18512134,Luxury Penthouse in Wan Chai 灣仔豪華頂層閣樓公寓,Wan Chai,Entire home/apt,1529.0
1735,18515786,模達灣帶露台海景房.,Islands,Private room,381.0
1736,18530176,Tsim Sha Tsui: Cozy DoubleRm w/ Private Bathroom,Yau Tsim Mong,Private room,232.0
1737,18530387,"Modern Comfy Double Bed Rm @TST, PrivateBathroom",Yau Tsim Mong,Private room,241.0
1738,18552473,Call it home.,Central & Western,Private room,5500.0
1739,18560399,"HAPPY VALLEY 2BDRM,  BRANDNEW DECOR, RACE VIEW",Wan Chai,Entire home/apt,1500.0
1740,18571579,日本人がホストする香港西貢のAirbnb,Sai Kung,Private room,421.0
1741,18578540,cozy room free WiFi Hk Island close to mtr,Wan Chai,Private room,143.0
1742,18580136,"1BDR, 2BEDS apartment for foodies @SOHO, Central",Central & Western,Entire home/apt,850.0
1743,18587202,TST Luxury Apartment,Yau Tsim Mong,Entire home/apt,2980.0
1744,18587256,Jervois Luxury Studio *4B,Central & Western,Entire home/apt,639.0
1745,18589377,2BR/Cozy/9floor/MongKok/Ladies Mkt旺角地鐡女人街高層方便清靜舒適,Yau Tsim Mong,Entire home/apt,829.0
1746,18595116,【沙田区大围名城】近地铁站 传统豪宅小区 主卧连卫生间 拎包即住 free wifi,Sha Tin,Shared room,450.0
1747,18612557,Pham Vincent Room,Yau Tsim Mong,Private room,581.0
1748,18618893,Tsim sha Tsui station3bed luxury apartment,Yau Tsim Mong,Entire home/apt,1000.0
1749,18620807,H36 MOTEL -  Double Bed ( 雙人房),Yau Tsim Mong,Private room,464.0
1750,18622425,Cosy Apartment Fully Equipped w/ 1 bedroom,Yau Tsim Mong,Entire home/apt,1000.0
1751,18628125,"Single or very cozy Two, Nr Airport, Asia Expo",Islands,Private room,400.0
1752,18628551,"Bunk Beds, for something different",Islands,Private room,750.0
1753,18629469,Cosy double bed in Soho/ Poho 10 mins from Central,Central & Western,Shared room,223.0
1754,18639541,香港特色村落,North,Private room,2000.0
1755,18641538,✺Very Cosy 5 Stars Location in Tsim Sha Tsui✺,Yau Tsim Mong,Entire home/apt,1000.0
1756,18656472,西营盘单人房+客厅/2-months rental/@Sai Ying Pun/convenient,Central & Western,Private room,477.0
1757,18658616,"Mong Kok Luxury Studio, New Reno *3D",Yau Tsim Mong,Entire home/apt,293.0
1758,18674646,❤️Charming Studio - 1 min From TST Station❤️,Yau Tsim Mong,Entire home/apt,1000.0
1759,18676100,♥⦁Warm And Cosy Studio - Only 1 min from MTR⦁♥,Yau Tsim Mong,Entire home/apt,1000.0
1760,18692189,Single Room Shared Bathroom (Monthly Rental-1),Yau Tsim Mong,Private room,178.0
1761,18700160,單人房 共用浴室 (特惠月租),Yau Tsim Mong,Private room,178.0
1762,18700419,Single Room PrivateBathroom MonthlyRental 3 單人套房月租,Yau Tsim Mong,Private room,218.0
1763,18724240,Flat Share Room in Prince Edward (PE1c),Yau Tsim Mong,Private room,225.0
1764,18746022,沙灘渡假屋,Islands,Private room,486.0
1765,18752916,Nice studio in the heart of HK,Central & Western,Entire home/apt,390.0
1766,18756885,位於市中心!交通便利,Wan Chai,Private room,490.0
1767,18780764,Cebu Hotel Deluxe Double Room #1 Ensuite Bathroom,Yau Tsim Mong,Private room,291.0
1768,18797878,D1.A room like a home@Quad room,Yau Tsim Mong,Hotel room,800.0
1769,18814985,C ～ Nice Mini studio  ( 溫馨小屋～ C ),Wan Chai,Entire home/apt,478.0
1770,18816052,"A1.Tsim Sha Tsui station, private bathroom, WIFI",Yau Tsim Mong,Hotel room,500.0
1771,18816323,Mong Kok Luxury Studio *1D,Yau Tsim Mong,Entire home/apt,289.0
1772,18824010,交通方便,Sha Tin,Private room,857.0
1773,18829747,A3.Downtown Tsim Sha Tsui@Comfortable big bed room,Yau Tsim Mong,Hotel room,800.0
1774,18829833,A3.Sweet and comfortable@Available for 1~2 people,Yau Tsim Mong,Hotel room,1000.0
1775,18830133,A4.Tsim Sha Tsui &adjacent star avenue,Yau Tsim Mong,Hotel room,2000.0
1776,18830217,A5.Adjacent to port&star avenue&location excellent,Yau Tsim Mong,Hotel room,2000.0
1777,18830323,B1.Nathan Road * Twin Room,Yau Tsim Mong,Hotel room,1500.0
1778,18830372,B2.A busy downtown &double bed &double room,Yau Tsim Mong,Hotel room,1500.0
1779,18830421,B3.1minute to arrive at the subway-Sweet Twin room,Yau Tsim Mong,Hotel room,1500.0
1780,18830527,B4.The traffic is convenient /A typical Twin Room,Yau Tsim Mong,Hotel room,2000.0
1781,18830571,B5.Shopping preferred@Twin Room,Yau Tsim Mong,Hotel room,1500.0
1782,18830600,C1.Tsim Sha Tsui&traffic is convenient@Triple room,Yau Tsim Mong,Hotel room,2000.0
1783,18830623,C2.Comfortable triple room@Tsim Sha Tsui,Yau Tsim Mong,Hotel room,1500.0
1784,18830656,C3.Food shopping travel convenience & clean,Yau Tsim Mong,Hotel room,2000.0
1785,18830705,C4.Clean and comfortable@Triple room,Yau Tsim Mong,Hotel room,1500.0
1786,18830736,C5.Best suited for shopping@1-3 people to check in,Yau Tsim Mong,Hotel room,1500.0
1787,18830771,D2.Clean @traffic is convenient,Yau Tsim Mong,Hotel room,2000.0
1788,18841542,D3.Independent bathroom@Family room@1-4 persons,Yau Tsim Mong,Hotel room,2000.0
1789,18841579,D4.1 minute Tsim Sha Tsui MTR Station,Yau Tsim Mong,Private room,1000.0
1790,18841656,D5.Cozy Private Room for 4 Guest(Private Bathroom),Yau Tsim Mong,Hotel room,2000.0
1791,18842316,B3旺角中心/港鐵巴士近在咫尺/乾淨舒適精裝修空調電視大床房,Yau Tsim Mong,Private room,351.0
1792,18846290,LUXURIOUS studio apartment- Y9a,Yau Tsim Mong,Private room,194.0
1793,18868791,"Tsim Sha Tsui, newly 2 beds apt. II",Yau Tsim Mong,Entire home/apt,1180.0
1794,18873586,Spacious Modern ShamShuiPo 5min to Subway 7 Guests,Sham Shui Po,Entire home/apt,923.0
1795,18878661,Everything for the KIF!!!,Central & Western,Entire home/apt,800.0
1796,18879488,月租服務,Yau Tsim Mong,Private room,300.0
1797,18901068,artistic & quiet space in downtown,Central & Western,Entire home/apt,1009.0
1798,18920785,Harbour View Apartment with 70 Square Meters,Central & Western,Entire home/apt,2271.0
1799,18921306,雙人房 (Double Room),Yau Tsim Mong,Private room,1598.0
1800,18927029,罗湖口岸 懒懒的小家,North,Entire home/apt,401.0
1801,18934017,Po Thai Luxury Studio *3D-B,Central & Western,Entire home/apt,594.0
1802,18934025,Fortress Hill Room(f1e),Eastern,Private room,158.0
1803,18948960,Luxury apartment well located,Yau Tsim Mong,Private room,3876.0
1804,18949099,Different experiences,Yau Tsim Mong,Private room,1706.0
1805,18949623,Cebu Hotel Deluxe Single Room #2 Ensuite Bathroom,Yau Tsim Mong,Private room,283.0
1806,18950764,Cozy colorful home in a charm area @ Tai Hang,Wan Chai,Entire home/apt,742.0
1807,18962932,單人房 (Single Room),Yau Tsim Mong,Private room,699.0
1808,18980115,三人房(雙人床+單人床) Triple room,Yau Tsim Mong,Private room,1998.0
1809,18981201,4 人家庭房 (Family Room),Yau Tsim Mong,Private room,793.0
1810,18981336,3-bedroom deluxe suite at Hung Hom,Kowloon City,Entire home/apt,921.0
1811,18999236,Cebu Hotel Deluxe Single Room #3 Ensuite Bathroom,Yau Tsim Mong,Private room,283.0
1812,19000814,Cherry Tree Lane Apartment,Central & Western,Entire home/apt,1495.0
1813,19010364,Cebu Hotel Deluxe Double Room #3 Ensuite Bathroom,Yau Tsim Mong,Private room,291.0
1814,19024423,佐敦即租即住 短租,Yau Tsim Mong,Private room,450.0
1815,19024591,Room available in causeway bay(c12d),Wan Chai,Private room,207.0
1816,19025166,A Nice room available in wan chai(mh3c),Wan Chai,Private room,207.0
1817,19039827,新装3房高層/舒適方便/旺角地鐵Spacious 3BR/HighFloor/Mongkok MTR,Yau Tsim Mong,Entire home/apt,966.0
1818,19041289,Lovely Flat in Lamma Island: balcony and rooftop,Islands,Private room,473.0
1819,19046669,"5MINS WALK TO PINEAPPLE HILL, EXPLORE THE NATURE",Tuen Mun,Private room,1000.0
1820,19058447,海之星宿 2睡眠艙 L'etoile de Mer 2 Seaview Deluxe Cabin,Wan Chai,Hotel room,628.0
1821,19058661,Amazingly spacious apartment!,Yuen Long,Entire home/apt,1000.0
1822,19059581,L'etoile de Mer 海之星宿 Seaview Grand Deluxe Cabin,Wan Chai,Hotel room,340.0
1823,19083972,450sf entire place in Kennedy Town,Central & Western,Entire home/apt,550.0
1824,19090030,Peaceful double room with balcony 5 min. to beach,Islands,Private room,221.0
1825,19092771,Double room near Mongkok MTR(No window),Yau Tsim Mong,Hotel room,300.0
1826,19093269,Green house in Mongkok & Twin room for 2 Pax,Yau Tsim Mong,Hotel room,350.0
1827,19093788,Comfy Triple room- 2 MIN to Mongkok MTR,Yau Tsim Mong,Hotel room,402.0
1828,19094126,Comfortable room with MK City Centre for 4 ppl,Yau Tsim Mong,Hotel room,450.0
1829,19094606,Double  Room (2 Guests) Near Mongkok MTR,Yau Tsim Mong,Hotel room,300.0
1830,19094831,Central Mongkok Cozy Family 4~5 Persons,Yau Tsim Mong,Hotel room,500.0
1831,19094840,"Room in Sheung Wan, near SOHO (A)",Central & Western,Private room,240.0
1832,19095215,"Cosy Apt & Mongkok City Centre, 2 min MTR(Twin)",Yau Tsim Mong,Hotel room,350.0
1833,19095535,MongkoK MTR:Family Hotel for 4 ppl,Yau Tsim Mong,Hotel room,450.0
1834,19101988,Cozy Studio Apartments in North Point,Eastern,Entire home/apt,250.0
1835,19102725,Twin room for 2 Pax@near Mongkok MTR,Yau Tsim Mong,Private room,350.0
1836,19103009,Family room for 4 travelers@Mongkok,Yau Tsim Mong,Private room,400.0
1837,19103377,Comfy Triple room- 2 MIN to Mongkok MTR,Yau Tsim Mong,Private room,400.0
1838,19103470,clean & cozy rm for 2 in Mong kok (No window),Yau Tsim Mong,Private room,250.0
1839,19103590,"Cosy Apt@Mongkok City Centre, 2 min MTR(No window)",Yau Tsim Mong,Private room,250.0
1840,19103687,Twin Room (2 Guests) Near Mongkok MTR,Yau Tsim Mong,Hotel room,350.0
1841,19104118,"Be on holiday in a clean, noncrowded, DB",Islands,Entire home/apt,606.0
1842,19107418,Studio  Room available in mong Kok (mk1a),Yau Tsim Mong,Private room,230.0
1843,19114726,A7.MTR Tsim Sha Tsui station/individual washroom,Yau Tsim Mong,Hotel room,800.0
1844,19114727,A8.Backpackers | MTR Tsim Sha Tsui Station,Yau Tsim Mong,Hotel room,800.0
1845,19114739,A6.Tsim Sha Tsui MTR Station/Backpackers/Separate,Yau Tsim Mong,Hotel room,800.0
1846,19140796,"Business ready, large, new apartment in Lohas Park",Sai Kung,Entire home/apt,1200.0
1847,19142444,B7.Safe and clean|The transportation is convenient,Yau Tsim Mong,Hotel room,789.0
1848,19142445,B6.Tsim Sha Tsui MTR Station 1 minute walk@Safe,Yau Tsim Mong,Hotel room,800.0
1849,19144328,B8.尖沙咀地铁站步行一分钟@空调@免费wifi@入住1-2人@经济实惠,Yau Tsim Mong,Hotel room,800.0
1850,19144861,"D8.Nathan Road, Tsim Sha Tsui@Downtown city center",Yau Tsim Mong,Hotel room,1500.0
1851,19146771,D7.24 hour security surveillance lens,Yau Tsim Mong,Hotel room,821.0
1852,19148012,D9.Safe and clean@air conditioning@elevator,Yau Tsim Mong,Hotel room,821.0
1853,19148738,D6.Shopping+Food+MTR Tsim Sha Tsui Station 1-min,Yau Tsim Mong,Hotel room,1500.0
1854,19150834,"Double Rm, mongkok 1min MTR, Speaks Eng/中文 205",Yau Tsim Mong,Private room,455.0
1855,19155121,House of Nomad 2.0,Kwun Tong,Private room,315.0
1856,19184804,"Party? Work? Art? 1 BR Apartment, Central, Soho",Central & Western,Entire home/apt,835.0
1857,19186985,Loplus@Hennessy Serviced Apartments Wanchai 669'sf,Wan Chai,Private room,1390.0
1858,19208455,男女混住床位(1個床位) Mixed Dorm,Yau Tsim Mong,Shared room,115.0
1859,19210850,Mercer Luxury Studio *5B,Central & Western,Entire home/apt,558.0
1860,19231046,Wing Lok 78 Luxury Studio *1A,Central & Western,Entire home/apt,570.0
1861,19236416,Lovely Little Seaview Getaway,Islands,Entire home/apt,879.0
1862,19241214,15F Tanford Western style 2 bedroom apartment,Islands,Entire home/apt,820.0
1863,19249207,46E Tanford Western Style 2 bedroom apartment,Islands,Entire home/apt,850.0
1864,19250453,E6501 Tanford Western style 2 Bedroom apartment,Islands,Entire home/apt,820.0
1865,19254505,600 sqft apartment near the CUHK & Science Park,Sha Tin,Entire home/apt,669.0
1866,19278877,"Cozy, spacious, quiet studio in heart of SheungWan",Central & Western,Entire home/apt,480.0
1867,19284945,單人房 共用浴室 (特惠月租) 九龍旺角,Yau Tsim Mong,Private room,178.0
1868,19285102,#7 50% OFF in TST Twin beds at TST for 2 PAX,Yau Tsim Mong,Private room,472.0
1869,19296595,Mercer Luxury Studio *1A,Central & Western,Entire home/apt,594.0
1870,19319119,#2 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,Wan Chai,Shared room,160.0
1871,19321316,Yau ma tei studio available(y10b),Yau Tsim Mong,Private room,207.0
1872,19324687,客厅榻榻米+会展中心+福田口岸地铁口100米,Yuen Long,Private room,160.0
1873,19341544,35D Tanford Western style 3 bedrooms apartment,Islands,Entire home/apt,920.0
1874,19350157,Light and airy centrally located apartment,Sham Shui Po,Entire home/apt,1200.0
1875,19394777,#1 50% OFF IN TST Double room at TST MTR /2 PAX,Yau Tsim Mong,Private room,550.0
1876,19415666,SLEEEP 9pm- 9am Capsule Hotel in Causeway Bay,Wan Chai,Hotel room,229.0
1877,19416704,Mercer Luxury Studio *1B,Central & Western,Entire home/apt,558.0
1878,19428531,單人套房 獨立浴室 (特惠月租),Yau Tsim Mong,Private room,208.0
1879,19429191,Single Room Shared Bathroom (Monthly Rental),Yau Tsim Mong,Private room,178.0
1880,19442332,Most Convenient TST Apt 2.0,Yau Tsim Mong,Entire home/apt,975.0
1881,19442489,JordanAustinKowloon/NewRenoCosyRoom/+Balcony,Yau Tsim Mong,Entire home/apt,420.0
1882,19452030,#6 50% OFF in TST Twin Room at TST MTR /2 Pax,Yau Tsim Mong,Private room,472.0
1883,19462720,Mercer Luxury Studio *2B,Central & Western,Entire home/apt,527.0
1884,19477371,#8 50% OFF in TST MTR Double bed room 2 Pax,Yau Tsim Mong,Private room,472.0
1885,19477872,"Soho Luxury Apt, New Renos *4A",Central & Western,Entire home/apt,660.0
1886,19477998,Po Thai Luxury Studio *3D-A,Central & Western,Entire home/apt,576.0
1887,19481654,❤️ Comfy Studio Room @ 1min to MK MTR & East Rail,Yau Tsim Mong,Entire home/apt,480.0
1888,19481743,❤️ Comfy Studio Room 1min to MK MTR,Yau Tsim Mong,Entire home/apt,399.0
1889,19482010,❤️ Comfy Studio Room @ 1min to MK MTR,Yau Tsim Mong,Entire home/apt,400.0
1890,19489709,Cebu Hotel Deluxe Family Room Ensuite Bathroom #3,Yau Tsim Mong,Hotel room,428.0
1891,19508342,Room available in Mong Kok  (Mk1e),Yau Tsim Mong,Private room,175.0
1892,19554225,47C Tanford 2 bedroom sea view apartment,Islands,Entire home/apt,850.0
1893,19559182,#2 50% OFF in TST Double Room at TST MTR /2 PAX,Yau Tsim Mong,Private room,472.0
1894,19559826,Room in Sheung Wan near MTR Station -  SW21c,Central & Western,Private room,224.0
1895,19566815,"3 bedrooms, Pristine location & deco (Sheung Wan)",Central & Western,Entire home/apt,850.0
1896,19567497,Bohemian lamma getaway,Islands,Entire home/apt,500.0
1897,19575798,Loplus@Hennessy Serviced Apartments Wanchai 344'sf,Wan Chai,Entire home/apt,950.0
1898,19576078,Loplus@Hennessy Serviced Apartments Wanchai 335'sf,Wan Chai,Entire home/apt,935.0
1899,19576234,Bright & Cozy 2BR (10min walk to Causeway Bay),Wan Chai,Entire home/apt,1100.0
1900,19579901,Cebu Hotel Deluxe Double Room Ensuite Bathroom #13,Yau Tsim Mong,Private room,291.0
1901,19611768,Spacious and cosy and apartment in Wanchai,Wan Chai,Entire home/apt,680.0
1902,19644637,Yau Ma Tei Nice room(y8h),Yau Tsim Mong,Private room,148.0
1903,19660710,56F Tanford mountain view 2 bedroom apartment,Islands,Entire home/apt,820.0
1904,19666631,1min MTR@尖沙咀優雅大床房 Premier Double room,Yau Tsim Mong,Private room,8799.0
1905,19691089,Sunny&Cozy Master Bedroom in the center of Kowloon,Kowloon City,Private room,493.0
1906,19705299,Cozy 1BR Central Heart Center,Central & Western,Entire home/apt,1140.0
1907,19706749,尖沙咀私人雙床房 2 SOLO BED ROOM@ 1min MTR,Yau Tsim Mong,Private room,8799.0
1908,19707679,1min MTR@尖沙咀優雅大床房 Premier Double room,Yau Tsim Mong,Private room,8799.0
1909,19707877,1min MTR@尖沙咀温馨家庭房 Cozy Family Room,Yau Tsim Mong,Private room,8799.0
1910,19738787,Mercer Luxury Studio *4A,Central & Western,Entire home/apt,561.0
1911,19738975,Mercer Luxury Studio *4B,Central & Western,Entire home/apt,496.0
1912,19762552,Mid Level Room in Flat Share (ml7c),Central & Western,Private room,170.0
1913,19773042,50% off: Amazing Stylish & Chic 780 sqft Suite #2,Wan Chai,Hotel room,1600.0
1914,19773046,50% off: Modernly Designed 380 sqft Studio #1,Wan Chai,Hotel room,1265.0
1915,19784173,22 Tanford 2 bedroom apartment,Islands,Entire home/apt,850.0
1916,19794122,新旺角宾馆 为你提供优质服务大床,Yau Tsim Mong,Private room,680.0
1917,19794144,双人行的最佳选择（双人房出租）#,Yau Tsim Mong,Private room,550.0
1918,19794688,交通方便自由行嘅最佳選擇四人房,Yau Tsim Mong,Private room,950.0
1919,19795756,Cebu Hotel Deluxe Triple Room & Private Bathroom#2,Yau Tsim Mong,Private room,386.0
1920,19797867,Cebu hotel deluxe double room #4 private bathroom,Yau Tsim Mong,Private room,291.0
1921,19811747,"交通方便,适合自由行单人房",Yau Tsim Mong,Private room,550.0
1922,19838729,Newly and cozy apartment!,Yau Tsim Mong,Entire home/apt,450.0
1923,19847770,家庭出游的最佳选择（三人房出租）,Yau Tsim Mong,Private room,990.0
1924,19849708,Two-bedroom Suite - Family welcomed,Wan Chai,Private room,3500.0
1925,19851811,NICE room @Yau Ma Tei -Y13c,Yau Tsim Mong,Private room,230.0
1926,19854806,★★★Cute and Comfy Studio in Tsim Sha Tsui★★★,Yau Tsim Mong,Entire home/apt,1000.0
1927,19855753,1 step from Tsim sha Tsui Metro - Top Location,Yau Tsim Mong,Entire home/apt,406.0
1928,19863483,ModernRM C@ Sheung Wan Central / Soho/ Kennedytown,Central & Western,Private room,220.0
1929,19879282,♡Clean and Comfy Studio near MTR Station♡,Yau Tsim Mong,Entire home/apt,1000.0
1930,19897693,Cosy Room B@ Sheung Wan (上環MTR)  10mins to Central,Central & Western,Private room,150.0
